page,published_date,price,area,price_per_m2,bedroom,wc,location,home_type,legal_status,furniture
52,06/10/2025,7.0,102.0,68.63,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,N/A
52,06/10/2025,24.5,50.0,490.0,5,5,"Hoàng Mai, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
52,06/10/2025,88.0,270.0,325.93,4,4,"Long Biên, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
52,06/10/2025,15.6,141.0,110.64,3,2,"Tây Hồ, Hà Nội",căn hộ chung cư,N/A,Cơ bản
52,06/10/2025,38.0,80.0,475.0,4,8,"Thanh Xuân, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
52,06/10/2025,3.15,47.0,67.02,1,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Không nội thất
52,06/10/2025,8.45,38.0,222.37,4,6,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng.,Đầy đủ.
52,06/10/2025,N/A,782.0,N/A,N/A,N/A,"Thạch Thất, Hà Nội",đất,N/A,N/A
52,06/10/2025,1.87,50.0,37.4,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
52,06/10/2025,8.9,24.0,370.83,5,6,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
52,06/10/2025,N/A,104.0,N/A,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
52,06/10/2025,17.5,54.0,324.07,N/A,N/A,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",N/A,"Nội thất đẹp, bố trí hợp lý."
52,06/10/2025,12.5,41.0,304.88,4,4,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
52,06/10/2025,2.7,56.0,48.21,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,N/A,Đầy đủ nội thất.
52,06/10/2025,7.95,48.0,165.62,4,3,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
53,06/10/2025,7.8,103.0,75.73,3,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
53,06/10/2025,10.8,54.0,200.0,N/A,N/A,"Hà Đông, Hà Nội",nhà riêng,N/A,N/A
53,06/10/2025,69.0,225.0,306.67,5,6,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
53,06/10/2025,40.0,200.0,200.0,5,N/A,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
53,06/10/2025,20.8,60.0,346.67,6,6,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
53,06/10/2025,N/A,57.0,N/A,N/A,N/A,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
53,06/10/2025,N/A,84.4,N/A,N/A,N/A,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
53,06/10/2025,56.0,106.0,528.3,N/A,N/A,"Cầu Giấy, Hà Nội",nhà mặt phố,N/A,N/A
53,06/10/2025,10.5,122.0,86.07,3,2,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
53,06/10/2025,4.25,46.0,92.39,1,N/A,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,N/A,N/A
53,06/10/2025,8.0,108.0,74.07,3,N/A,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,N/A,"- Hệ thống bếp và tủ bếp thương hiệu Hafele. - Điều hòa âm trần Daikin. - Full WC thương hiệu Kohler. - Đèn, trần thạch cao, sàn gỗ."
53,06/10/2025,10.3,95.0,108.42,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
53,06/10/2025,6.45,44.0,146.59,4,3,"Hoài Đức, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
53,06/10/2025,14.0,105.0,133.33,3,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
53,06/10/2025,5.5,100.0,55.0,N/A,N/A,"Mê Linh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
53,06/10/2025,2.9,69.0,42.0,2,2,"Hoài Đức, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
53,06/10/2025,1.65,51.0,32.35,N/A,N/A,"Thanh Trì, Hà Nội",nhà riêng,N/A,N/A
53,06/10/2025,3.6,70.0,51.43,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ
53,06/10/2025,N/A,155.0,N/A,N/A,N/A,"Ba Vì, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
53,06/10/2025,4.0,36.2,110.5,3,3,"Hoài Đức, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,"Đầy đủ. Cầu thang gỗ Lim, tủ bếp gỗ tự nhiên, cầu thang ốp đá hoa cương. Cửa phòng khách, cửa nhà vệ sinh, cửa sổ làm bằng nhôm Việt Pháp cao cấp, cửa chính có 2 lớp cửa chắc chắn an toàn. Thiết bị vệ"
54,06/10/2025,N/A,58.0,N/A,4,4,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
54,06/10/2025,5.95,30.0,198.33,3,4,"Thanh Trì, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
54,06/10/2025,13.5,123.0,109.76,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
54,06/10/2025,84.8,101.2,837.94,N/A,N/A,"Ba Đình, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
54,05/10/2025,25.0,120.0,208.33,5,5,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
54,05/10/2025,15.0,107.0,140.19,2,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"Đầy đủ: Gỗ xương cá, tủ đồ gỗ, ốp full tường, điều hoà âm trần, bàn ghế, vệ sinh, bếp..."
54,05/10/2025,9.39,42.0,223.57,3,4,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
54,05/10/2025,3.85,80.6,47.77,N/A,N/A,"Thường Tín, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
54,05/10/2025,7.0,35.0,200.0,N/A,N/A,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
54,05/10/2025,31.5,90.0,350.0,2,N/A,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
54,05/10/2025,1.8,40.0,45.0,N/A,N/A,"Mê Linh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
54,05/10/2025,3.7,65.0,56.92,2,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
54,05/10/2025,10.6,45.0,235.56,5,6,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
54,05/10/2025,19.2,71.0,270.41,16,16,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
54,05/10/2025,40.0,207.0,193.24,N/A,N/A,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
54,05/10/2025,16.8,76.0,221.05,5,4,"Gia Lâm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
54,05/10/2025,5.3,85.6,61.92,2,2,"Gia Lâm, Hà Nội",căn hộ chung cư,N/A,N/A
54,05/10/2025,7.7,55.0,140.0,N/A,N/A,"Gia Lâm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
54,05/10/2025,2.3,41.1,55.96,N/A,N/A,"Gia Lâm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
54,05/10/2025,14.5,55.0,263.64,5,3,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
55,05/10/2025,2.85,50.0,57.0,N/A,N/A,"Thanh Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
55,05/10/2025,12.6,60.0,210.0,11,10,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
55,05/10/2025,16.5,50.0,330.0,4,6,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
55,05/10/2025,7.7,73.0,105.48,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
55,05/10/2025,10.45,190.0,55.0,N/A,N/A,"Thạch Thất, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
55,05/10/2025,13.5,70.0,192.86,13,13,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
55,05/10/2025,28.0,130.0,215.38,6,6,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
55,05/10/2025,7.7,32.0,240.62,4,N/A,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
55,05/10/2025,26.7,445.0,60.0,N/A,N/A,"Mê Linh, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
55,05/10/2025,14.55,65.0,223.85,5,5,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
55,05/10/2025,9.0,38.0,236.84,7,5,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
55,05/10/2025,N/A,83.5,N/A,N/A,N/A,"Đan Phượng, Hà Nội",đất,N/A,N/A
55,05/10/2025,18.0,75.0,240.0,4,5,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
55,05/10/2025,12.5,75.0,166.67,N/A,N/A,"Long Biên, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
55,05/10/2025,N/A,50.0,N/A,N/A,N/A,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
55,05/10/2025,11.65,35.0,332.86,4,5,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
55,05/10/2025,60.0,90.0,666.67,8,12,"Ba Đình, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
55,05/10/2025,1.78,48.0,37.0,2,1,"Thạch Thất, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,N/A
55,05/10/2025,7.3,82.6,88.38,2,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,"Đầy đủ nội thất bao gồm cả tủ lạnh 2 cánh, máy giặt, điều hoà âm trần, bếp từ, hút mùi, máy rửa bát, bình nóng lạnh, hệ thống bếp trên dưới, thiết bị vệ sinh thương hiệu..."
55,05/10/2025,7.9,26.0,303.85,3,4,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
56,05/10/2025,43.0,120.0,358.33,5,5,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng.,N/A
56,05/10/2025,8.61,60.2,143.0,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng.,N/A
56,05/10/2025,2.7,72.0,37.5,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản.
56,05/10/2025,9.3,54.0,172.22,5,5,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
56,05/10/2025,13.8,109.8,125.68,3,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
56,05/10/2025,5.85,85.0,68.82,2,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
56,05/10/2025,10.0,93.0,107.53,3,2,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
56,05/10/2025,39.0,189.0,206.35,5,5,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng.,N/A
56,05/10/2025,41.8,136.0,307.35,N/A,N/A,"Tây Hồ, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
56,05/10/2025,N/A,48.0,N/A,N/A,N/A,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
56,05/10/2025,14.5,65.0,223.08,N/A,N/A,"Hà Đông, Hà Nội",đất nền dự án,Sổ đỏ/ Sổ hồng,N/A
56,05/10/2025,4.8,75.0,64.0,2,2,"Thanh Trì, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
56,05/10/2025,21.04,1.169,18.0,N/A,N/A,"Sóc Sơn, Hà Nội",đất,N/A,N/A
56,05/10/2025,9.5,82.0,115.85,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
56,05/10/2025,8.5,70.0,121.43,2,2,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
56,05/10/2025,12.0,60.0,200.0,5,5,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
56,05/10/2025,6.2,63.0,98.41,N/A,N/A,"Gia Lâm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
56,05/10/2025,0.88,100.0,8.8,N/A,N/A,"Sóc Sơn, Hà Nội",đất,N/A,N/A
56,05/10/2025,2.14,108.0,19.8,N/A,N/A,"Sóc Sơn, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
56,05/10/2025,5.5,18.0,305.56,4,3,"Hoàn Kiếm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
57,05/10/2025,8.2,106.0,77.36,3,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
57,05/10/2025,40.76,143.0,285.0,N/A,N/A,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
57,05/10/2025,20.7,49.2,420.73,6,4,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
57,05/10/2025,8.3,47.0,176.6,5,N/A,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
57,05/10/2025,63.5,80.0,793.75,N/A,N/A,"Ba Đình, Hà Nội",nhà mặt phố,N/A,N/A
57,05/10/2025,39.8,145.0,274.48,N/A,N/A,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
57,05/10/2025,145.0,185.0,783.78,N/A,N/A,"Hai Bà Trưng, Hà Nội",nhà mặt phố,N/A,N/A
57,05/10/2025,83.0,81.0,N/A,N/A,N/A,"Cầu Giấy, Hà Nội",nhà mặt phố,N/A,N/A
57,05/10/2025,115.0,115.0,N/A,N/A,N/A,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ,Trang thiết bị nội thất cao cấp. Thang máy nhập khẩu - Điều hòa âm trần Daikin - Thiết bị vệ sinh TOTO. Hệ thống PCCC thẩm duyệt nghiệm thu thành phố.
57,05/10/2025,203.0,267.0,760.3,N/A,N/A,"Tây Hồ, Hà Nội",nhà mặt phố,N/A,Bao gồm 2 thang máy nhập khẩu - Điều hòa âm trần Daikin - Thiết bị vệ sinh Toto - Hệ thống PCCC thẩm duyệt nghiệm thu TP.
57,05/10/2025,450.0,500.0,900.0,N/A,N/A,"Tây Hồ, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,N/A
57,05/10/2025,23.5,90.0,261.11,N/A,N/A,"Hoàng Mai, Hà Nội",nhà riêng,N/A,N/A
57,05/10/2025,N/A,98.0,N/A,3,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
57,05/10/2025,65.0,85.0,764.71,12,12,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,N/A
57,05/10/2025,N/A,50.0,N/A,N/A,N/A,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
57,05/10/2025,N/A,57.4,N/A,2,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
57,05/10/2025,N/A,76.6,N/A,2,2,"Tây Hồ, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
57,05/10/2025,8.75,46.0,190.22,5,N/A,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
57,05/10/2025,17.9,55.0,325.46,4,6,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,CỰC ĐẸP
57,05/10/2025,80.0,100.0,800.0,6,8,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,"Full nội thất nhập khẩu, khóa số thông minh, PCCC đầy đủ."
58,05/10/2025,13.9,46.0,302.17,9,9,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ vuông đẹp,Full nội thất cao cấp
58,05/10/2025,39.0,101.0,386.14,N/A,N/A,"Bắc Từ Liêm, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
58,05/10/2025,2.95,50.0,59.0,2,1,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
58,05/10/2025,54.5,150.0,363.33,N/A,N/A,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
58,05/10/2025,3.8,20.0,190.0,3,3,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
58,05/10/2025,4.0,268.0,14.92,N/A,N/A,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
58,05/10/2025,24.0,95.0,252.63,1,1,"Tây Hồ, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
58,05/10/2025,8.9,45.0,197.78,4,4,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
58,05/10/2025,7.0,20.0,350.0,4,5,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
58,05/10/2025,7.5,50.0,150.0,N/A,N/A,"Gia Lâm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
58,05/10/2025,N/A,240.0,N/A,N/A,N/A,"Bắc Từ Liêm, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
58,05/10/2025,7.2,76.0,94.74,N/A,N/A,"Gia Lâm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
58,05/10/2025,11.9,39.0,305.13,3,3,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
58,05/10/2025,7.9,114.0,69.3,2,2,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
58,05/10/2025,N/A,80.0,N/A,N/A,N/A,"Long Biên, Hà Nội",căn hộ chung cư,N/A,N/A
58,05/10/2025,3.8,20.0,190.0,4,2,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
58,05/10/2025,25.58,93.0,275.0,N/A,N/A,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Có sổ.,N/A
58,05/10/2025,13.8,55.0,250.91,7,8,"Ba Đình, Hà Nội",nhà riêng,N/A,N/A
58,05/10/2025,19.5,62.0,314.52,N/A,N/A,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
58,05/10/2025,N/A,150.0,N/A,N/A,N/A,"Mê Linh, Hà Nội",đất nền dự án,Sổ đỏ/ Sổ hồng,N/A
59,05/10/2025,99.0,275.0,360.0,N/A,N/A,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,N/A
59,05/10/2025,16.8,50.0,336.0,N/A,N/A,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
59,05/10/2025,8.6,70.0,122.86,6,4,"Đông Anh, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng.,Cơ bản
59,05/10/2025,9.7,277.0,35.0,N/A,N/A,"Gia Lâm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
59,05/10/2025,N/A,1.083,N/A,N/A,N/A,"Thanh Oai, Hà Nội","kho, nhà xưởng",Sổ hồng 50 năm.,N/A
59,05/10/2025,2.95,100.0,29.5,N/A,N/A,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
59,05/10/2025,N/A,120.0,N/A,N/A,N/A,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,N/A
59,05/10/2025,5.25,82.0,64.02,3,2,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
59,05/10/2025,15.8,50.0,316.0,6,N/A,"Cầu Giấy, Hà Nội",nhà riêng,N/A,N/A
59,05/10/2025,7.02,78.0,90.0,N/A,N/A,"Gia Lâm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
59,05/10/2025,52.0,99.0,525.25,7,7,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
59,05/10/2025,N/A,60.0,N/A,N/A,N/A,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
59,05/10/2025,22.5,193.0,116.58,5,4,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ,Full nội thất.
59,05/10/2025,2.65,36.0,73.61,1,1,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
59,05/10/2025,N/A,355.0,N/A,6,6,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
59,05/10/2025,21.0,60.0,350.0,6,7,"Thanh Trì, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
59,05/10/2025,89.0,199.0,447.24,N/A,N/A,"Tây Hồ, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
59,05/10/2025,39.5,144.0,274.31,4,4,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
59,05/10/2025,3.7,32.0,115.62,1,1,"Đống Đa, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,N/A
59,05/10/2025,16.5,55.0,300.0,N/A,N/A,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
60,05/10/2025,8.8,60.0,146.67,N/A,N/A,"Long Biên, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
60,05/10/2025,7.3,96.0,76.04,3,2,"Hà Đông, Hà Nội",căn hộ chung cư,N/A,Cơ bản
60,05/10/2025,6.7,47.0,142.55,2,2,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
60,05/10/2025,25.5,75.0,340.0,5,5,"Đông Anh, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,Không nội thất
60,05/10/2025,7.6,36.0,211.11,4,N/A,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
60,05/10/2025,35.6,100.0,356.0,4,5,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
60,05/10/2025,8.4,86.0,97.67,2,N/A,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
60,05/10/2025,N/A,125.0,N/A,3,2,"Thanh Xuân, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ
60,05/10/2025,6.9,30.0,230.0,3,4,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
60,05/10/2025,46.5,310.0,150.0,N/A,N/A,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",N/A,N/A
60,05/10/2025,29.95,180.0,166.39,6,6,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ.
60,05/10/2025,8.5,34.0,250.0,4,4,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,N/A
60,05/10/2025,8.8,28.0,314.29,5,5,"Thanh Trì, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
60,05/10/2025,5.65,50.0,113.0,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
60,05/10/2025,3.55,40.0,88.75,2,2,"Thanh Trì, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
60,05/10/2025,6.55,40.0,163.75,3,4,"Thanh Trì, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng.,Cơ bản.
60,05/10/2025,4.03,48.0,84.0,N/A,N/A,"Đông Anh, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
60,05/10/2025,8.7,38.0,228.95,3,4,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
60,04/10/2025,9.3,154.0,60.39,3,3,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
60,04/10/2025,29.0,190.0,152.63,4,4,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
61,04/10/2025,29.0,190.0,152.63,4,4,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
61,04/10/2025,38.0,125.0,304.0,7,7,"Bắc Từ Liêm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
61,04/10/2025,8.8,98.0,89.8,3,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
61,04/10/2025,3.66,55.0,66.54,2,1,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
61,04/10/2025,5.5,54.0,101.85,2,2,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
61,04/10/2025,11.79,52.0,226.73,5,6,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
61,04/10/2025,35.0,110.0,318.18,6,6,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
61,04/10/2025,4.35,45.0,96.67,N/A,N/A,"Bắc Từ Liêm, Hà Nội",đất,Sổ đỏ/ Sổ hồng,N/A
